Strain,Country,Human_subject,Study_accession,score,Sample_accession,
GMC_3219KR_0218_022_F3_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2618455,GMC_3219KR_0218_022_F3_final,
GMC_3219KR_0218_022_F4_final,Tanzania_Singere_Hadza,3219KR,GMC,102.1794082,GMC_3219KR_0218_022_F4_final,
GMC_3219KR_0218_022_F5_final,Tanzania_Singere_Hadza,3219KR,GMC,102.261957,GMC_3219KR_0218_022_F5_final,
GMC_3219KR_0218_022_F6_final,Tanzania_Singere_Hadza,3219KR,GMC,100.0649597,GMC_3219KR_0218_022_F6_final,
GMC_3219KR_0218_022_F7_final,Tanzania_Singere_Hadza,3219KR,GMC,101.7549785,GMC_3219KR_0218_022_F7_final,
GMC_3219KR_0218_022_F8_final,Tanzania_Singere_Hadza,3219KR,GMC,83.88870176,GMC_3219KR_0218_022_F8_final,
GMC_3219KR_0218_022_F9_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2623023,GMC_3219KR_0218_022_F9_final,
GMC_3219KR_0218_022_G1_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2655661,GMC_3219KR_0218_022_G1_final,
GMC_3219KR_0218_022_G10_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2622135,GMC_3219KR_0218_022_G10_final,
GMC_3219KR_0218_022_G12_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2232365,GMC_3219KR_0218_022_G12_final,
GMC_3219KR_0218_022_G2_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2591875,GMC_3219KR_0218_022_G2_final,
GMC_3219KR_0218_022_G3_final,Tanzania_Singere_Hadza,3219KR,GMC,102.25565,GMC_3219KR_0218_022_G3_final,
GMC_3219KR_0218_022_G4_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2577763,GMC_3219KR_0218_022_G4_final,
GMC_3219KR_0218_022_G5_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2623514,GMC_3219KR_0218_022_G5_final,
GMC_3219KR_0218_022_G6_final,Tanzania_Singere_Hadza,3219KR,GMC,102.4368608,GMC_3219KR_0218_022_G6_final,
GMC_3219KR_0218_022_G7_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2572664,GMC_3219KR_0218_022_G7_final,
GMC_3219KR_0218_022_G8_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2623336,GMC_3219KR_0218_022_G8_final,
GMC_3219KR_0218_022_G9_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2624898,GMC_3219KR_0218_022_G9_final,
GMC_3219KR_0218_022_H1_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2556304,GMC_3219KR_0218_022_H1_final,
GMC_3219KR_0218_022_H10_final,Tanzania_Singere_Hadza,3219KR,GMC,100.6199361,GMC_3219KR_0218_022_H10_final,
GMC_3219KR_0218_022_H11_final,Tanzania_Singere_Hadza,3219KR,GMC,89.7001392,GMC_3219KR_0218_022_H11_final,
GMC_3219KR_0218_022_H3_final,Tanzania_Singere_Hadza,3219KR,GMC,94.40368806,GMC_3219KR_0218_022_H3_final,
GMC_3219KR_0218_022_H4_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2232365,GMC_3219KR_0218_022_H4_final,
GMC_3219KR_0218_022_H5_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2581693,GMC_3219KR_0218_022_H5_final,
GMC_3219KR_0218_022_H6_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2563341,GMC_3219KR_0218_022_H6_final,
GMC_3219KR_0218_022_H7_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2238456,GMC_3219KR_0218_022_H7_final,
GMC_3219KR_0218_022_H8_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2232365,GMC_3219KR_0218_022_H8_final,
GMC_3219KR_0218_022_H9_final,Tanzania_Singere_Hadza,3219KR,GMC,102.2560633,GMC_3219KR_0218_022_H9_final,
GMC_3401SE_0218_027_A1_final,Tanzania_Singere_Hadza,3401SE,GMC,98.38654108,GMC_3401SE_0218_027_A1_final,
GMC_3401SE_0218_027_A10_final,Tanzania_Singere_Hadza,3401SE,GMC,98.26859972,GMC_3401SE_0218_027_A10_final,
GMC_3401SE_0218_027_A11_final,Tanzania_Singere_Hadza,3401SE,GMC,98.62041994,GMC_3401SE_0218_027_A11_final,
GMC_3401SE_0218_027_A12_final,Tanzania_Singere_Hadza,3401SE,GMC,99.27056404,GMC_3401SE_0218_027_A12_final,
GMC_3401SE_0218_027_A2_final,Tanzania_Singere_Hadza,3401SE,GMC,101.8098044,GMC_3401SE_0218_027_A2_final,
GMC_3401SE_0218_027_A3_final,Tanzania_Singere_Hadza,3401SE,GMC,98.30223827,GMC_3401SE_0218_027_A3_final,
GMC_3401SE_0218_027_A4_final,Tanzania_Singere_Hadza,3401SE,GMC,102.0451577,GMC_3401SE_0218_027_A4_final,
GMC_3401SE_0218_027_A5_final,Tanzania_Singere_Hadza,3401SE,GMC,100.0004225,GMC_3401SE_0218_027_A5_final,
GMC_3401SE_0218_027_A6_final,Tanzania_Singere_Hadza,3401SE,GMC,96.03604191,GMC_3401SE_0218_027_A6_final,
GMC_3401SE_0218_027_A7_final,Tanzania_Singere_Hadza,3401SE,GMC,85.63600964,GMC_3401SE_0218_027_A7_final,
GMC_3401SE_0218_027_A8_final,Tanzania_Singere_Hadza,3401SE,GMC,98.32952025,GMC_3401SE_0218_027_A8_final,
GMC_3401SE_0218_027_A9_final,Tanzania_Singere_Hadza,3401SE,GMC,93.22307998,GMC_3401SE_0218_027_A9_final,
GMC_3401SE_0218_027_B1_final,Tanzania_Singere_Hadza,3401SE,GMC,92.72827711,GMC_3401SE_0218_027_B1_final,
GMC_3401SE_0218_027_B10_final,Tanzania_Singere_Hadza,3401SE,GMC,102.1216635,GMC_3401SE_0218_027_B10_final,
GMC_3401SE_0218_027_B11_final,Tanzania_Singere_Hadza,3401SE,GMC,98.88012102,GMC_3401SE_0218_027_B11_final,
GMC_3401SE_0218_027_B12_final,Tanzania_Singere_Hadza,3401SE,GMC,98.86942148,GMC_3401SE_0218_027_B12_final,
GMC_3401SE_0218_027_B2_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1886672,GMC_3401SE_0218_027_B2_final,
GMC_3401SE_0218_027_B3_final,Tanzania_Singere_Hadza,3401SE,GMC,98.54640356,GMC_3401SE_0218_027_B3_final,
GMC_3401SE_0218_027_B4_final,Tanzania_Singere_Hadza,3401SE,GMC,87.89018487,GMC_3401SE_0218_027_B4_final,
GMC_3401SE_0218_027_B5_final,Tanzania_Singere_Hadza,3401SE,GMC,98.4111395,GMC_3401SE_0218_027_B5_final,
GMC_3401SE_0218_027_B6_final,Tanzania_Singere_Hadza,3401SE,GMC,102.6868017,GMC_3401SE_0218_027_B6_final,
GMC_3401SE_0218_027_B7_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1580281,GMC_3401SE_0218_027_B7_final,
GMC_3401SE_0218_027_B8_final,Tanzania_Singere_Hadza,3401SE,GMC,101.8516864,GMC_3401SE_0218_027_B8_final,
GMC_3401SE_0218_027_B9_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1565236,GMC_3401SE_0218_027_B9_final,
GMC_3401SE_0218_027_C1_final,Tanzania_Singere_Hadza,3401SE,GMC,102.4736973,GMC_3401SE_0218_027_C1_final,
GMC_3401SE_0218_027_C10_final,Tanzania_Singere_Hadza,3401SE,GMC,101.942749,GMC_3401SE_0218_027_C10_final,
GMC_3401SE_0218_027_C11_final,Tanzania_Singere_Hadza,3401SE,GMC,99.26893427,GMC_3401SE_0218_027_C11_final,
GMC_3401SE_0218_027_C12_final,Tanzania_Singere_Hadza,3401SE,GMC,99.26464115,GMC_3401SE_0218_027_C12_final,
GMC_3401SE_0218_027_C2_final,Tanzania_Singere_Hadza,3401SE,GMC,96.8359319,GMC_3401SE_0218_027_C2_final,
GMC_3401SE_0218_027_C3_final,Tanzania_Singere_Hadza,3401SE,GMC,101.4792597,GMC_3401SE_0218_027_C3_final,
GMC_3401SE_0218_027_C4_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1632151,GMC_3401SE_0218_027_C4_final,
GMC_3401SE_0218_027_C6_final,Tanzania_Singere_Hadza,3401SE,GMC,98.54986388,GMC_3401SE_0218_027_C6_final,
GMC_3401SE_0218_027_C7_final,Tanzania_Singere_Hadza,3401SE,GMC,101.174127,GMC_3401SE_0218_027_C7_final,
GMC_3401SE_0218_027_C8_final,Tanzania_Singere_Hadza,3401SE,GMC,98.49466107,GMC_3401SE_0218_027_C8_final,
GMC_3401SE_0218_027_C9_final,Tanzania_Singere_Hadza,3401SE,GMC,98.37634367,GMC_3401SE_0218_027_C9_final,
GMC_3401SE_0218_027_D1_final,Tanzania_Singere_Hadza,3401SE,GMC,102.1021487,GMC_3401SE_0218_027_D1_final,
GMC_3401SE_0218_027_D10_final,Tanzania_Singere_Hadza,3401SE,GMC,98.50188134,GMC_3401SE_0218_027_D10_final,
GMC_3401SE_0218_027_D11_final,Tanzania_Singere_Hadza,3401SE,GMC,99.26893427,GMC_3401SE_0218_027_D11_final,
GMC_3401SE_0218_027_D12_final,Tanzania_Singere_Hadza,3401SE,GMC,98.86949091,GMC_3401SE_0218_027_D12_final,
GMC_3401SE_0218_027_D2_final,Tanzania_Singere_Hadza,3401SE,GMC,91.51377167,GMC_3401SE_0218_027_D2_final,
GMC_3401SE_0218_027_D3_final,Tanzania_Singere_Hadza,3401SE,GMC,102.0921987,GMC_3401SE_0218_027_D3_final,
GMC_3401SE_0218_027_D5_final,Tanzania_Singere_Hadza,3401SE,GMC,96.81829474,GMC_3401SE_0218_027_D5_final,
GMC_3401SE_0218_027_D6_final,Tanzania_Singere_Hadza,3401SE,GMC,99.73557794,GMC_3401SE_0218_027_D6_final,
GMC_3401SE_0218_027_D7_final,Tanzania_Singere_Hadza,3401SE,GMC,102.1355446,GMC_3401SE_0218_027_D7_final,
GMC_3401SE_0218_027_D8_final,Tanzania_Singere_Hadza,3401SE,GMC,91.57469774,GMC_3401SE_0218_027_D8_final,
GMC_3401SE_0218_027_D9_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1124685,GMC_3401SE_0218_027_D9_final,
GMC_3401SE_0218_027_E1_final,Tanzania_Singere_Hadza,3401SE,GMC,99.96996944,GMC_3401SE_0218_027_E1_final,
GMC_3401SE_0218_027_E10_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1777409,GMC_3401SE_0218_027_E10_final,
GMC_3401SE_0218_027_E11_final,Tanzania_Singere_Hadza,3401SE,GMC,98.88013177,GMC_3401SE_0218_027_E11_final,
GMC_3401SE_0218_027_E12_final,Tanzania_Singere_Hadza,3401SE,GMC,98.88613664,GMC_3401SE_0218_027_E12_final,
GMC_3401SE_0218_027_E2_final,Tanzania_Singere_Hadza,3401SE,GMC,101.8189096,GMC_3401SE_0218_027_E2_final,
GMC_3401SE_0218_027_E3_final,Tanzania_Singere_Hadza,3401SE,GMC,102.1329191,GMC_3401SE_0218_027_E3_final,
GMC_3401SE_0218_027_E4_final,Tanzania_Singere_Hadza,3401SE,GMC,94.61613437,GMC_3401SE_0218_027_E4_final,
GMC_3401SE_0218_027_E5_final,Tanzania_Singere_Hadza,3401SE,GMC,102.1712446,GMC_3401SE_0218_027_E5_final,
GMC_3401SE_0218_027_E6_final,Tanzania_Singere_Hadza,3401SE,GMC,101.9474561,GMC_3401SE_0218_027_E6_final,
GMC_3401SE_0218_027_E7_final,Tanzania_Singere_Hadza,3401SE,GMC,98.54940687,GMC_3401SE_0218_027_E7_final,
GMC_3401SE_0218_027_E8_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1799805,GMC_3401SE_0218_027_E8_final,
GMC_3401SE_0218_027_F1_final,Tanzania_Singere_Hadza,3401SE,GMC,102.0343353,GMC_3401SE_0218_027_F1_final,
GMC_3401SE_0218_027_F10_final,Tanzania_Singere_Hadza,3401SE,GMC,94.66223337,GMC_3401SE_0218_027_F10_final,
GMC_3401SE_0218_027_F11_final,Tanzania_Singere_Hadza,3401SE,GMC,98.88605643,GMC_3401SE_0218_027_F11_final,
GMC_3401SE_0218_027_F2_final,Tanzania_Singere_Hadza,3401SE,GMC,91.18099119,GMC_3401SE_0218_027_F2_final,
GMC_3401SE_0218_027_F3_final,Tanzania_Singere_Hadza,3401SE,GMC,98.53530392,GMC_3401SE_0218_027_F3_final,
GMC_3401SE_0218_027_F4_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1742859,GMC_3401SE_0218_027_F4_final,
GMC_3401SE_0218_027_F5_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1742859,GMC_3401SE_0218_027_F5_final,
GMC_3401SE_0218_027_F6_final,Tanzania_Singere_Hadza,3401SE,GMC,98.51745971,GMC_3401SE_0218_027_F6_final,
GMC_3401SE_0218_027_F7_final,Tanzania_Singere_Hadza,3401SE,GMC,98.52527691,GMC_3401SE_0218_027_F7_final,
GMC_3401SE_0218_027_F8_final,Tanzania_Singere_Hadza,3401SE,GMC,102.1216613,GMC_3401SE_0218_027_F8_final,
GMC_3401SE_0218_027_F9_final,Tanzania_Singere_Hadza,3401SE,GMC,100.0443167,GMC_3401SE_0218_027_F9_final,
GMC_3401SE_0218_027_G1_final,Tanzania_Singere_Hadza,3401SE,GMC,98.88613301,GMC_3401SE_0218_027_G1_final,
GMC_3401SE_0218_027_G10_final,Tanzania_Singere_Hadza,3401SE,GMC,102.0188494,GMC_3401SE_0218_027_G10_final,
GMC_3401SE_0218_027_G11_final,Tanzania_Singere_Hadza,3401SE,GMC,101.9524778,GMC_3401SE_0218_027_G11_final,
GMC_3401SE_0218_027_G12_final,Tanzania_Singere_Hadza,3401SE,GMC,101.3201409,GMC_3401SE_0218_027_G12_final,
GMC_3401SE_0218_027_G2_final,Tanzania_Singere_Hadza,3401SE,GMC,96.81212976,GMC_3401SE_0218_027_G2_final,
GMC_3401SE_0218_027_G3_final,Tanzania_Singere_Hadza,3401SE,GMC,102.0345726,GMC_3401SE_0218_027_G3_final,
GMC_3401SE_0218_027_G4_final,Tanzania_Singere_Hadza,3401SE,GMC,98.4462613,GMC_3401SE_0218_027_G4_final,
GMC_3401SE_0218_027_G5_final,Tanzania_Singere_Hadza,3401SE,GMC,98.50347771,GMC_3401SE_0218_027_G5_final,
GMC_3401SE_0218_027_G6_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1563327,GMC_3401SE_0218_027_G6_final,
GMC_3401SE_0218_027_G7_final,Tanzania_Singere_Hadza,3401SE,GMC,98.47695007,GMC_3401SE_0218_027_G7_final,
GMC_3401SE_0218_027_G8_final,Tanzania_Singere_Hadza,3401SE,GMC,102.1018963,GMC_3401SE_0218_027_G8_final,
GMC_3401SE_0218_027_G9_final,Tanzania_Singere_Hadza,3401SE,GMC,93.23174043,GMC_3401SE_0218_027_G9_final,
GMC_3401SE_0218_027_H10_final,Tanzania_Singere_Hadza,3401SE,GMC,102.1025632,GMC_3401SE_0218_027_H10_final,
GMC_3401SE_0218_027_H11_final,Tanzania_Singere_Hadza,3401SE,GMC,101.7014016,GMC_3401SE_0218_027_H11_final,
GMC_3401SE_0218_027_H12_final,Tanzania_Singere_Hadza,3401SE,GMC,101.719724,GMC_3401SE_0218_027_H12_final,
GMC_3401SE_0218_027_H2_final,Tanzania_Singere_Hadza,3401SE,GMC,102.1043247,GMC_3401SE_0218_027_H2_final,
GMC_3401SE_0218_027_H3_final,Tanzania_Singere_Hadza,3401SE,GMC,101.1590513,GMC_3401SE_0218_027_H3_final,
GMC_3401SE_0218_027_H4_final,Tanzania_Singere_Hadza,3401SE,GMC,100.9526075,GMC_3401SE_0218_027_H4_final,
GMC_3401SE_0218_027_H5_final,Tanzania_Singere_Hadza,3401SE,GMC,101.860788,GMC_3401SE_0218_027_H5_final,
GMC_3401SE_0218_027_H6_final,Tanzania_Singere_Hadza,3401SE,GMC,102.0568058,GMC_3401SE_0218_027_H6_final,
GMC_3401SE_0218_027_H7_final,Tanzania_Singere_Hadza,3401SE,GMC,98.15022084,GMC_3401SE_0218_027_H7_final,
GMC_3401SE_0218_027_H8_final,Tanzania_Singere_Hadza,3401SE,GMC,98.32246318,GMC_3401SE_0218_027_H8_final,
GMC_3401SE_0218_027_H9_final,Tanzania_Singere_Hadza,3401SE,GMC,93.19379184,GMC_3401SE_0218_027_H9_final,
GMC_3790QQ_0218_002_A10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.2910431,GMC_3790QQ_0218_002_A10_final,
GMC_3790QQ_0218_002_A12_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.2778978,GMC_3790QQ_0218_002_A12_final,
GMC_3790QQ_0218_002_A2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.2722882,GMC_3790QQ_0218_002_A2_final,
GMC_3790QQ_0218_002_A3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.45340838,GMC_3790QQ_0218_002_A3_final,
GMC_3790QQ_0218_002_A4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,97.0800236,GMC_3790QQ_0218_002_A4_final,
GMC_3790QQ_0218_002_A5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.2923973,GMC_3790QQ_0218_002_A5_final,
GMC_3790QQ_0218_002_A7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.5370175,GMC_3790QQ_0218_002_A7_final,
GMC_3790QQ_0218_002_B1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.2911567,GMC_3790QQ_0218_002_B1_final,
GMC_3790QQ_0218_002_B10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0273054,GMC_3790QQ_0218_002_B10_final,
GMC_3790QQ_0218_002_B4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.53480048,GMC_3790QQ_0218_002_B4_final,
GMC_3790QQ_0218_002_B5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.36882095,GMC_3790QQ_0218_002_B5_final,
GMC_3790QQ_0218_002_B6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.48466011,GMC_3790QQ_0218_002_B6_final,
GMC_3790QQ_0218_002_B7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.4129934,GMC_3790QQ_0218_002_B7_final,
GMC_3790QQ_0218_002_C1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.54905212,GMC_3790QQ_0218_002_C1_final,
GMC_3790QQ_0218_002_C11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,99.39544669,GMC_3790QQ_0218_002_C11_final,
GMC_3790QQ_0218_002_C2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,98.10133803,GMC_3790QQ_0218_002_C2_final,
GMC_3790QQ_0218_002_C3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.59465063,GMC_3790QQ_0218_002_C3_final,
GMC_3790QQ_0218_002_C4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.3012199,GMC_3790QQ_0218_002_C4_final,
GMC_3790QQ_0218_002_C5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.2577098,GMC_3790QQ_0218_002_C5_final,
GMC_3790QQ_0218_002_C6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9966957,GMC_3790QQ_0218_002_C6_final,
GMC_3790QQ_0218_002_C7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.4903221,GMC_3790QQ_0218_002_C7_final,
GMC_3790QQ_0218_002_C8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.4515929,GMC_3790QQ_0218_002_C8_final,
GMC_3790QQ_0218_002_D1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,98.10162419,GMC_3790QQ_0218_002_D1_final,
GMC_3790QQ_0218_002_D10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.4468928,GMC_3790QQ_0218_002_D10_final,
GMC_3790QQ_0218_002_D11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.2928601,GMC_3790QQ_0218_002_D11_final,
GMC_3790QQ_0218_002_D2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.5376682,GMC_3790QQ_0218_002_D2_final,
GMC_3790QQ_0218_002_D3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9951905,GMC_3790QQ_0218_002_D3_final,
GMC_3790QQ_0218_002_D4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.5578809,GMC_3790QQ_0218_002_D4_final,
GMC_3790QQ_0218_002_D5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.55122509,GMC_3790QQ_0218_002_D5_final,
GMC_3790QQ_0218_002_D8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.63996805,GMC_3790QQ_0218_002_D8_final,
GMC_3790QQ_0218_002_E1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,98.04105953,GMC_3790QQ_0218_002_E1_final,
GMC_3790QQ_0218_002_E2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.62214012,GMC_3790QQ_0218_002_E2_final,
GMC_3790QQ_0218_002_E3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.60935089,GMC_3790QQ_0218_002_E3_final,
GMC_3790QQ_0218_002_E4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.7883246,GMC_3790QQ_0218_002_E4_final,
GMC_3790QQ_0218_002_E5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0272896,GMC_3790QQ_0218_002_E5_final,
GMC_3790QQ_0218_002_E6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.2742746,GMC_3790QQ_0218_002_E6_final,
GMC_3790QQ_0218_002_E7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.4502834,GMC_3790QQ_0218_002_E7_final,
GMC_3790QQ_0218_002_E8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9555384,GMC_3790QQ_0218_002_E8_final,
GMC_3790QQ_0218_002_F10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.4799111,GMC_3790QQ_0218_002_F10_final,
GMC_3790QQ_0218_002_F11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.7800526,GMC_3790QQ_0218_002_F11_final,
GMC_3790QQ_0218_002_F2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.59464951,GMC_3790QQ_0218_002_F2_final,
GMC_3790QQ_0218_002_F3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.63081954,GMC_3790QQ_0218_002_F3_final,
GMC_3790QQ_0218_002_F5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9674195,GMC_3790QQ_0218_002_F5_final,
GMC_3790QQ_0218_002_F6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.63484,GMC_3790QQ_0218_002_F6_final,
GMC_3790QQ_0218_002_F8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.4871654,GMC_3790QQ_0218_002_F8_final,
GMC_3790QQ_0218_002_F9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,98.10244015,GMC_3790QQ_0218_002_F9_final,
GMC_3790QQ_0218_002_G1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.6128518,GMC_3790QQ_0218_002_G1_final,
GMC_3790QQ_0218_002_G10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0013611,GMC_3790QQ_0218_002_G10_final,
GMC_3790QQ_0218_002_G11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.4046584,GMC_3790QQ_0218_002_G11_final,
GMC_3790QQ_0218_002_G12_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,88.70471561,GMC_3790QQ_0218_002_G12_final,
GMC_3790QQ_0218_002_G2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,98.51953161,GMC_3790QQ_0218_002_G2_final,
GMC_3790QQ_0218_002_G3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0087519,GMC_3790QQ_0218_002_G3_final,
GMC_3790QQ_0218_002_G4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.54878086,GMC_3790QQ_0218_002_G4_final,
GMC_3790QQ_0218_002_G8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.54904524,GMC_3790QQ_0218_002_G8_final,
GMC_3790QQ_0218_002_G9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,99.94745911,GMC_3790QQ_0218_002_G9_final,
GMC_3790QQ_0218_002_H1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,98.10129022,GMC_3790QQ_0218_002_H1_final,
GMC_3790QQ_0218_002_H10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.2844879,GMC_3790QQ_0218_002_H10_final,
GMC_3790QQ_0218_002_H2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.6348817,GMC_3790QQ_0218_002_H2_final,
GMC_3790QQ_0218_002_H3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.54904524,GMC_3790QQ_0218_002_H3_final,
GMC_3790QQ_0218_002_H4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.49527539,GMC_3790QQ_0218_002_H4_final,
GMC_3790QQ_0218_002_H6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.4592485,GMC_3790QQ_0218_002_H6_final,
GMC_3790QQ_0218_002_H7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.4046584,GMC_3790QQ_0218_002_H7_final,
GMC_3790QQ_0218_002_H8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,93.79567343,GMC_3790QQ_0218_002_H8_final,
GMC_3790QQ_0218_002_H9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,94.14093576,GMC_3790QQ_0218_002_H9_final,
GMC_3790QQ_0218_008_A1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9704257,GMC_3790QQ_0218_008_A1_final,
GMC_3790QQ_0218_008_A11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.87305136,GMC_3790QQ_0218_008_A11_final,
GMC_3790QQ_0218_008_A12_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9278964,GMC_3790QQ_0218_008_A12_final,
GMC_3790QQ_0218_008_A2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9347155,GMC_3790QQ_0218_008_A2_final,
GMC_3790QQ_0218_008_A3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9347087,GMC_3790QQ_0218_008_A3_final,
GMC_3790QQ_0218_008_A4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8774951,GMC_3790QQ_0218_008_A4_final,
GMC_3790QQ_0218_008_A5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.71610437,GMC_3790QQ_0218_008_A5_final,
GMC_3790QQ_0218_008_A6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.20715042,GMC_3790QQ_0218_008_A6_final,
GMC_3790QQ_0218_008_A7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8097074,GMC_3790QQ_0218_008_A7_final,
GMC_3790QQ_0218_008_A8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.87297213,GMC_3790QQ_0218_008_A8_final,
GMC_3790QQ_0218_008_A9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.20374868,GMC_3790QQ_0218_008_A9_final,
GMC_3790QQ_0218_008_B1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.17086426,GMC_3790QQ_0218_008_B1_final,
GMC_3790QQ_0218_008_B10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.16901189,GMC_3790QQ_0218_008_B10_final,
